query,topIntent,conversationName,description,answer,enabled
Can I track my expenses via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE
كيف يمكنني متابعة مصروفاتي من خلال خدمة الأهلي نت/ الأهلي موبايلي؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.track.expens,FAQ: Can I track my expenses via Al Ahly Net/NBE Mobile?,,You can track all your debit transactions and expenses via the personal financial management service which allows you to classify your transactions by type. You can go to this service through the menu and track your expenses for up to 90 days.,TRUE
Can I create a budget via Al Ahly Net/NBE Mobile?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.creat.budget,FAQ: Can I create a budget via Al Ahly Net/NBE Mobile?,,"Yes, you can create a budget for your transactions. Choose the category via the personal financial management service. You can create a one-month budget, a recurring budget or a budget for a specified period up to 3 years. You can monitor your budget through a graph. You can go to the service via the menu>Personal Financial Management>Budget>Create Budget.",TRUE
هل يمكنني عمل ميزانية من خلال خدمة الأهلي نت/ الأهلي موبايل؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.creat.budget,FAQ: Can I create a budget via Al Ahly Net/NBE Mobile?,,"Yes, you can create a budget for your transactions. Choose the category via the personal financial management service. You can create a one-month budget, a recurring budget or a budget for a specified period up to 3 years. You can monitor your budget through a graph. You can go to the service via the menu>Personal Financial Management>Budget>Create Budget.",TRUE
Can I add new categories for the classification of my transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE
هل يمكنني إضافة فئات جديدة لتصنيف معاملاتي؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.add.new.categori.classif.transact,FAQ: Can I add new categories for the classification of my transactions?,,"Yes, you can add up to 7 new categories and 9 sub-categories for each main category through Manage Budgets.",TRUE
Can I remove categories and add other categories in their place?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.add.place,FAQ: Can I remove categories and add other categories in their place?,,You may not remove previously added categories but you can modify the name of the category.,TRUE
هل يمكنني حذف فئات وإضافة فئات اخري بدلا منها؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.add.place,FAQ: Can I remove categories and add other categories in their place?,,You may not remove previously added categories but you can modify the name of the category.,TRUE
Can I remove/modify added categories through the Bank?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.modifi.ad.categori.bank,FAQ: Can I remove/modify added categories through the Bank?,,You may not remove or modify added categories through the Bank or add sub-categories to them.,TRUE
هل يمكنني حذف / تعديل الفئات المضافة من خلال البنك؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.modifi.ad.categori.bank,FAQ: Can I remove/modify added categories through the Bank?,,You may not remove or modify added categories through the Bank or add sub-categories to them.,TRUE
Can I remove a category which classifies a transaction?  ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.classifi.transact,FAQ: Can I remove a category which classifies a transaction?  ,,You may not delete the classification but you can modify the category and reclassify the transaction.,TRUE
هل يمكنني حذف الفئة المصنفة للمعاملة؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.ret.remov.categori.classifi.transact,FAQ: Can I remove a category which classifies a transaction?  ,,You may not delete the classification but you can modify the category and reclassify the transaction.,TRUE
Can I cancel a transaction’s classification into sub-transactions?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cancel.transact.classif.sub.transact,FAQ: Can I cancel a transaction’s classification into sub-transactions?,,You may not cancel the classification of transactions but you can modify it.,TRUE
هل يمكنني الغاء تقسيم المعاملة الي معاملات فرعية؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cancel.transact.classif.sub.transact,FAQ: Can I cancel a transaction’s classification into sub-transactions?,,You may not cancel the classification of transactions but you can modify it.,TRUE
Can all types of certificates/deposits in different currencies be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.cert.deposit.differ.currenc.view,FAQ: Can all types of certificates/deposits in different currencies be viewed?,,"Yes, log in and click on “Accounts” then “Certificates/Deposits Details” from the side menu.",TRUE
هل يمكنني عرض جميع انواع الودائع والشهادات بالعملات المختلفة؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.type.cert.deposit.differ.currenc.view,FAQ: Can all types of certificates/deposits in different currencies be viewed?,,"Yes, log in and click on “Accounts” then “Certificates/Deposits Details” from the side menu.",TRUE
How can the details of the certificate/deposit be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: How can the details of the certificate/deposit be viewed?,,"Click on “Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE
كيف يمكنني الحصول على معلومات تفصيلية عن حسابات الودائع او الشهادات؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: How can the details of the certificate/deposit be viewed?,,"Click on “Certificates/Deposits” on “Home” page then click on the icon next to the certificate/deposit number, then click on “Certificates/Deposits Details” from the drop down menu.",TRUE
What are the details of the certificates/deposits that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: What are the details of the certificates/deposits that can be viewed?,,"•	Certificate/deposit amount and period
•	Certificate/deposit account number
•	Certificate/deposit status
•	Open date
•	Maturity date
•	Interest rate
•	Total maturity amount
•	Payout account number
•	Available balance
•	Blocked amount
•	Blocking reason
•	Maturity instructions and details
•	Interest frequency",TRUE
ما هي التفاصيل الخاصة بالودائع او الشهادات التي يمكنني الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.detail.cert.deposit.view,FAQ: What are the details of the certificates/deposits that can be viewed?,,"•	Certificate/deposit amount and period
•	Certificate/deposit account number
•	Certificate/deposit status
•	Open date
•	Maturity date
•	Interest rate
•	Total maturity amount
•	Payout account number
•	Available balance
•	Blocked amount
•	Blocking reason
•	Maturity instructions and details
•	Interest frequency",TRUE
Can certificates/deposits be opened via the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.open,FAQ: Can certificates/deposits be opened via the service?,,"Yes, certificates/deposits can be opened via Al Ahly Net/NBE Mobile. Click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Open Certificates/Deposits”",TRUE
هل يمكنني شراء شهادة او ربط وديعة من خلال الخدمة؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.open,FAQ: Can certificates/deposits be opened via the service?,,"Yes, certificates/deposits can be opened via Al Ahly Net/NBE Mobile. Click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Open Certificates/Deposits”",TRUE
Can certificates/deposits be redeemed via the service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.redeem,FAQ: Can certificates/deposits be redeemed via the service?,,"Yes, certificates/deposits can be redeemed via Al Ahly Net/NBE Mobile. Click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Redeem Certificates/Deposits”",TRUE
هل يمكنني استرداد شهادة او كسر وديعة من خلال الخدمة؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.cert.deposit.redeem,FAQ: Can certificates/deposits be redeemed via the service?,,"Yes, certificates/deposits can be redeemed via Al Ahly Net/NBE Mobile. Click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Redeem Certificates/Deposits”",TRUE
What are the available options for amending certificates/deposits?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.option.amend.cert.deposit,FAQ: What are the available options for amending certificates/deposits?,,"To amend maturity instructions, with respect to certificate/deposit status/payout account, click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Amend Certificates/Deposits”. ",TRUE
ماهي الخيارات المتاحة للتعديل عليها بالنسبة للشهادات والودائع؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.avail.option.amend.cert.deposit,FAQ: What are the available options for amending certificates/deposits?,,"To amend maturity instructions, with respect to certificate/deposit status/payout account, click on the menu “Accounts”, “Certificates/Deposits”, then click on ""Amend Certificates/Deposits”. ",TRUE
How long does it take to process any request to open/redeem/amend certificates/deposits via Al Ahly Net?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.long.process.request.open.redeem.amend.cert.deposit,FAQ: How long does it take to process any request to open/redeem/amend certificates/deposits via Al Ahly Net?,,All requests are processed in real time online.,TRUE
كم يستغرق تنفيذ طلب شراء / تعديل / استرداد شهادة او ربط / كسر وديعة من خلال خدمة الاهلي نت؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.long.process.request.open.redeem.amend.cert.deposit,FAQ: How long does it take to process any request to open/redeem/amend certificates/deposits via Al Ahly Net?,,All requests are processed in real time online.,TRUE
What is the multiple transfers service?,ANS.FAQs.alAhlyNet.nbe.mobile.ret.multipl.transfer,FAQ: What is the multiple transfers service?,,"Multiple transfers enable you to execute more than one (internal/domestic) transfer faster and in a one step only. Select the payee and enter all the transaction details, then click on “Save” and add the other transactions in the same way, then click on “Submit”.  ",TRUE
ما هي خدمة التحويلات المتعددة؟,ANS.FAQs.alAhlyNet.nbe.mobile.ret.multipl.transfer,FAQ: What is the multiple transfers service?,,"Multiple transfers enable you to execute more than one (internal/domestic) transfer faster and in a one step only. Select the payee and enter all the transaction details, then click on “Save” and add the other transactions in the same way, then click on “Submit”.  ",TRUE
